date,datetime,day_index,hour,rented_bike_count,temperature,humidity,wind_speed,visibility,dew_point_temperature,solar_radiation,rainfall,snowfall,season,holiday,functioning_day
2018-01-16,2018-01-16T16:00:00Z,47,16,277,5.8,50,0.9,547,-3.8,0.11,0,0,Winter,No Holiday,Yes
2018-01-16,2018-01-16T17:00:00Z,47,17,381,5.2,58,0.8,462,-2.4,0.08,0,0,Winter,No Holiday,Yes
2018-01-16,2018-01-16T18:00:00Z,47,18,592,4.9,59,1.4,427,-2.4,0,0,0,Winter,No Holiday,Yes
2018-01-16,2018-01-16T19:00:00Z,47,19,409,4.6,57,1,432,-3.2,0,0,0,Winter,No Holiday,Yes
2018-01-16,2018-01-16T20:00:00Z,47,20,332,4.5,58,0.8,383,-3,0,0,0,Winter,No Holiday,Yes
2018-01-16,2018-01-16T21:00:00Z,47,21,342,4.3,56,0.7,434,-3.7,0,0,0,Winter,No Holiday,Yes
2018-01-16,2018-01-16T22:00:00Z,47,22,321,4,57,0.3,430,-3.7,0,0,0,Winter,No Holiday,Yes
2018-01-16,2018-01-16T23:00:00Z,47,23,242,3.9,60,0.9,379,-3.1,0,0,0,Winter,No Holiday,Yes
2018-01-17,2018-01-17T00:00:00Z,48,0,204,3.5,62,0.4,382,-3.1,0,0,0,Winter,No Holiday,Yes
2018-01-17,2018-01-17T01:00:00Z,48,1,183,3.3,64,0.4,339,-2.8,0,0,0,Winter,No Holiday,Yes
2018-01-17,2018-01-17T02:00:00Z,48,2,140,3.1,65,0.8,310,-2.8,0,0,0,Winter,No Holiday,Yes
2018-01-17,2018-01-17T03:00:00Z,48,3,75,3,67,0.8,297,-2.5,0,0,0,Winter,No Holiday,Yes
2018-01-17,2018-01-17T04:00:00Z,48,4,55,3,68,0.5,322,-2.3,0,0,0,Winter,No Holiday,Yes
2018-01-17,2018-01-17T05:00:00Z,48,5,72,2.9,66,0.8,325,-2.8,0,0,0,Winter,No Holiday,Yes
2018-01-17,2018-01-17T06:00:00Z,48,6,115,2.7,71,1.1,270,-2,0,0,0,Winter,No Holiday,Yes
2018-01-17,2018-01-17T07:00:00Z,48,7,272,2.5,71,0.9,289,-2.2,0,0,0,Winter,No Holiday,Yes
2018-01-17,2018-01-17T08:00:00Z,48,8,537,2.6,70,0.6,296,-2.3,0,0,0,Winter,No Holiday,Yes
2018-01-17,2018-01-17T09:00:00Z,48,9,337,3,66,0.7,306,-2.7,0.12,0,0,Winter,No Holiday,Yes
2018-01-17,2018-01-17T10:00:00Z,48,10,212,4.3,58,0.5,401,-3.2,0.23,0,0,Winter,No Holiday,Yes
2018-01-17,2018-01-17T11:00:00Z,48,11,270,6,51,1,436,-3.3,0.55,0,0,Winter,No Holiday,Yes
2018-01-17,2018-01-17T12:00:00Z,48,12,310,8.1,51,1.4,367,-1.4,0.75,0,0,Winter,No Holiday,Yes
2018-01-17,2018-01-17T13:00:00Z,48,13,273,8,54,1.8,435,-0.7,0.57,0,0,Winter,No Holiday,Yes
2018-01-17,2018-01-17T14:00:00Z,48,14,258,7.7,54,2.6,313,-1,0.58,0,0,Winter,No Holiday,Yes
2018-01-17,2018-01-17T15:00:00Z,48,15,278,8.5,49,1.3,400,-1.6,0.73,0,0,Winter,No Holiday,Yes
2018-01-17,2018-01-17T16:00:00Z,48,16,314,8.3,54,1.2,330,-0.4,0.44,0,0,Winter,No Holiday,Yes
2018-01-17,2018-01-17T17:00:00Z,48,17,380,7.2,57,3.3,342,-0.7,0.19,0,0,Winter,No Holiday,Yes
2018-01-17,2018-01-17T18:00:00Z,48,18,501,5.2,62,2.9,503,-1.5,0.01,0,0,Winter,No Holiday,Yes
2018-01-17,2018-01-17T19:00:00Z,48,19,360,4.2,68,2.4,446,-1.1,0,0,0,Winter,No Holiday,Yes
2018-01-17,2018-01-17T20:00:00Z,48,20,286,3.5,72,1.7,361,-1,0,0,0,Winter,No Holiday,Yes
2018-01-17,2018-01-17T21:00:00Z,48,21,320,3.1,74,1.1,333,-1,0,0,0,Winter,No Holiday,Yes
2018-01-17,2018-01-17T22:00:00Z,48,22,313,2.8,74,0.5,309,-1.3,0,0,0,Winter,No Holiday,Yes
2018-01-17,2018-01-17T23:00:00Z,48,23,227,2.7,74,0.8,291,-1.4,0,0,0,Winter,No Holiday,Yes
2018-01-18,2018-01-18T00:00:00Z,49,0,215,2.7,73,1,290,-1.6,0,0,0,Winter,No Holiday,Yes
2018-01-18,2018-01-18T01:00:00Z,49,1,190,3.2,72,1.9,306,-1.3,0,0,0,Winter,No Holiday,Yes
2018-01-18,2018-01-18T02:00:00Z,49,2,137,3.3,73,1.2,288,-1,0,0,0,Winter,No Holiday,Yes
2018-01-18,2018-01-18T03:00:00Z,49,3,95,3.6,74,1.7,273,-0.6,0,0,0,Winter,No Holiday,Yes
2018-01-18,2018-01-18T04:00:00Z,49,4,50,3.3,80,2.1,232,0.1,0,0,0,Winter,No Holiday,Yes
2018-01-18,2018-01-18T05:00:00Z,49,5,68,2.6,82,2,229,-0.1,0,0,0,Winter,No Holiday,Yes
2018-01-18,2018-01-18T06:00:00Z,49,6,107,2.2,82,2,211,-0.5,0,0,0,Winter,No Holiday,Yes
2018-01-18,2018-01-18T07:00:00Z,49,7,279,1.5,86,1.1,189,-0.5,0,0,0,Winter,No Holiday,Yes
2018-01-18,2018-01-18T08:00:00Z,49,8,537,1.1,86,1.2,197,-0.9,0,0,0,Winter,No Holiday,Yes
2018-01-18,2018-01-18T09:00:00Z,49,9,305,1.2,84,2.1,210,-1.2,0.07,0,0,Winter,No Holiday,Yes
2018-01-18,2018-01-18T10:00:00Z,49,10,188,1.4,81,2.1,255,-1.5,0.21,0,0,Winter,No Holiday,Yes
2018-01-18,2018-01-18T11:00:00Z,49,11,261,1.8,75,1.8,301,-2.1,0.35,0,0,Winter,No Holiday,Yes
2018-01-18,2018-01-18T12:00:00Z,49,12,267,2.5,72,2.4,256,-2,0,0,0,Winter,No Holiday,Yes
2018-01-18,2018-01-18T13:00:00Z,49,13,307,3.5,54,3.2,463,-4.9,0.68,0,0,Winter,No Holiday,Yes
2018-01-18,2018-01-18T14:00:00Z,49,14,301,4.4,42,2.3,719,-7.4,0.72,0,0,Winter,No Holiday,Yes
2018-01-18,2018-01-18T15:00:00Z,49,15,269,4.2,36,2.3,957,-9.5,0.57,0,0,Winter,No Holiday,Yes
2018-01-18,2018-01-18T16:00:00Z,49,16,328,3.6,42,2.4,883,-8.1,0.29,0,0,Winter,No Holiday,Yes
2018-01-18,2018-01-18T17:00:00Z,49,17,416,2.8,46,2.1,858,-7.6,0.14,0,0,Winter,No Holiday,Yes
2018-01-18,2018-01-18T18:00:00Z,49,18,506,2,39,2.1,1259,-10.5,0.01,0,0,Winter,No Holiday,Yes
2018-01-18,2018-01-18T19:00:00Z,49,19,365,1.5,41,1,1210,-10.3,0,0,0,Winter,No Holiday,Yes
2018-01-18,2018-01-18T20:00:00Z,49,20,303,1.1,44,1.2,1171,-9.8,0,0,0,Winter,No Holiday,Yes
2018-01-18,2018-01-18T21:00:00Z,49,21,339,0.8,45,1.5,1184,-9.8,0,0,0,Winter,No Holiday,Yes
2018-01-18,2018-01-18T22:00:00Z,49,22,318,0.7,45,2,1084,-9.9,0,0,0,Winter,No Holiday,Yes
2018-01-18,2018-01-18T23:00:00Z,49,23,232,0.6,47,2.3,1046,-9.4,0,0,0,Winter,No Holiday,Yes
2018-01-19,2018-01-19T00:00:00Z,50,0,211,0.3,45,1.8,1154,-10.2,0,0,0,Winter,No Holiday,Yes
2018-01-19,2018-01-19T01:00:00Z,50,1,207,0,43,1.7,1250,-11.1,0,0,0,Winter,No Holiday,Yes
2018-01-19,2018-01-19T02:00:00Z,50,2,140,-0.3,44,1.7,1295,-11.1,0,0,0,Winter,No Holiday,Yes
2018-01-19,2018-01-19T03:00:00Z,50,3,93,-0.6,43,1.7,1316,-11.6,0,0,0,Winter,No Holiday,Yes
2018-01-19,2018-01-19T04:00:00Z,50,4,58,-0.7,45,1.4,1241,-11.1,0,0,0,Winter,No Holiday,Yes
2018-01-19,2018-01-19T05:00:00Z,50,5,61,-1.4,47,1.4,1301,-11.2,0,0,0,Winter,No Holiday,Yes
2018-01-19,2018-01-19T06:00:00Z,50,6,151,-1.8,49,1.4,1359,-11.1,0,0,0,Winter,No Holiday,Yes
2018-01-19,2018-01-19T07:00:00Z,50,7,334,-2,49,1.9,1281,-11.3,0,0,0,Winter,No Holiday,Yes
2018-01-19,2018-01-19T08:00:00Z,50,8,648,-2.5,50,1,1281,-11.5,0,0,0,Winter,No Holiday,Yes
2018-01-19,2018-01-19T09:00:00Z,50,9,387,-2.1,42,1.3,1519,-13.3,0.17,0,0,Winter,No Holiday,Yes
2018-01-19,2018-01-19T10:00:00Z,50,10,255,0,29,1.3,1592,-15.9,0.52,0,0,Winter,No Holiday,Yes
2018-01-19,2018-01-19T11:00:00Z,50,11,283,2.2,20,0.6,1794,-18.5,0.83,0,0,Winter,No Holiday,Yes
2018-01-19,2018-01-19T12:00:00Z,50,12,341,4.3,28,1.5,1858,-12.6,0.98,0,0,Winter,No Holiday,Yes
2018-01-19,2018-01-19T13:00:00Z,50,13,341,4.7,26,2.6,1370,-13.2,1.11,0,0,Winter,No Holiday,Yes
2018-01-19,2018-01-19T14:00:00Z,50,14,349,4.7,24,3.6,1552,-14.2,1.08,0,0,Winter,No Holiday,Yes
2018-01-19,2018-01-19T15:00:00Z,50,15,381,5.4,25,2.4,1686,-13.1,0.9,0,0,Winter,No Holiday,Yes
2018-01-19,2018-01-19T16:00:00Z,50,16,390,4.9,27,2.8,1648,-12.5,0.65,0,0,Winter,No Holiday,Yes
2018-01-19,2018-01-19T17:00:00Z,50,17,468,4.1,34,3.1,1810,-10.3,0.28,0,0,Winter,No Holiday,Yes
2018-01-19,2018-01-19T18:00:00Z,50,18,702,2.9,45,1.6,1629,-7.8,0.04,0,0,Winter,No Holiday,Yes
2018-01-19,2018-01-19T19:00:00Z,50,19,471,2,48,1.8,1519,-7.8,0,0,0,Winter,No Holiday,Yes
2018-01-19,2018-01-19T20:00:00Z,50,20,342,1.2,51,0.6,1544,-7.8,0,0,0,Winter,No Holiday,Yes
2018-01-19,2018-01-19T21:00:00Z,50,21,331,0.5,52,0.8,1595,-8.2,0,0,0,Winter,No Holiday,Yes
2018-01-19,2018-01-19T22:00:00Z,50,22,292,0,56,0.8,1544,-7.7,0,0,0,Winter,No Holiday,Yes
2018-01-19,2018-01-19T23:00:00Z,50,23,236,-0.5,59,0.9,1487,-7.5,0,0,0,Winter,No Holiday,Yes
2018-01-20,2018-01-20T00:00:00Z,51,0,228,-0.6,60,0.6,1433,-7.4,0,0,0,Winter,No Holiday,Yes
2018-01-20,2018-01-20T01:00:00Z,51,1,258,-0.9,64,0.4,1273,-6.8,0,0,0,Winter,No Holiday,Yes
2018-01-20,2018-01-20T02:00:00Z,51,2,216,-0.9,65,0.6,1369,-6.6,0,0,0,Winter,No Holiday,Yes
2018-01-20,2018-01-20T03:00:00Z,51,3,118,-0.9,65,0.2,1359,-6.6,0,0,0,Winter,No Holiday,Yes
2018-01-20,2018-01-20T04:00:00Z,51,4,89,-0.7,65,0.6,1226,-6.4,0,0,0,Winter,No Holiday,Yes
2018-01-20,2018-01-20T05:00:00Z,51,5,56,-0.3,62,0.6,862,-6.7,0,0,0,Winter,No Holiday,Yes
2018-01-20,2018-01-20T06:00:00Z,51,6,50,-0.1,60,0.4,1080,-6.9,0,0,0,Winter,No Holiday,Yes
2018-01-20,2018-01-20T07:00:00Z,51,7,101,0.2,60,0.3,1145,-6.6,0,0,0,Winter,No Holiday,Yes
2018-01-20,2018-01-20T08:00:00Z,51,8,191,0.3,63,0.4,1140,-5.9,0,0,0,Winter,No Holiday,Yes
2018-01-20,2018-01-20T09:00:00Z,51,9,234,0.9,63,0.9,1090,-5.3,0.07,0,0,Winter,No Holiday,Yes
2018-01-20,2018-01-20T10:00:00Z,51,10,259,2.1,60,1.2,1005,-4.8,0.3,0,0,Winter,No Holiday,Yes
2018-01-20,2018-01-20T11:00:00Z,51,11,285,3.7,59,1.8,978,-3.5,0.51,0,0,Winter,No Holiday,Yes
2018-01-20,2018-01-20T12:00:00Z,51,12,325,5.3,55,2.6,904,-3,0.85,0,0,Winter,No Holiday,Yes
2018-01-20,2018-01-20T13:00:00Z,51,13,356,6.3,55,3,792,-2,0.85,0,0,Winter,No Holiday,Yes
2018-01-20,2018-01-20T14:00:00Z,51,14,334,5.9,61,3.2,623,-1,0.52,0,0,Winter,No Holiday,Yes
2018-01-20,2018-01-20T15:00:00Z,51,15,406,6.3,55,3,355,-2,0.68,0,0,Winter,No Holiday,Yes
2018-01-20,2018-01-20T16:00:00Z,51,16,352,6.6,42,3,355,-5.4,0.48,0,0,Winter,No Holiday,Yes
2018-01-20,2018-01-20T17:00:00Z,51,17,377,5.7,53,1.8,276,-3.1,0.22,0,0,Winter,No Holiday,Yes
2018-01-20,2018-01-20T18:00:00Z,51,18,283,4.6,55,3.2,232,-3.6,0.03,0,0,Winter,No Holiday,Yes
2018-01-20,2018-01-20T19:00:00Z,51,19,223,3.5,66,1.7,187,-2.2,0,0,0,Winter,No Holiday,Yes
2018-01-20,2018-01-20T20:00:00Z,51,20,219,2.9,66,1.2,173,-2.8,0,0,0,Winter,No Holiday,Yes
2018-01-20,2018-01-20T21:00:00Z,51,21,220,2.1,48,2.8,346,-7.7,0,0,0,Winter,No Holiday,Yes
2018-01-20,2018-01-20T22:00:00Z,51,22,232,1.5,48,2.4,422,-8.3,0,0,0,Winter,No Holiday,Yes
2018-01-20,2018-01-20T23:00:00Z,51,23,164,0.8,53,1.7,382,-7.7,0,0,0,Winter,No Holiday,Yes
2018-01-21,2018-01-21T00:00:00Z,52,0,196,-0.3,60,1.9,340,-7.1,0,0,0,Winter,No Holiday,Yes
2018-01-21,2018-01-21T01:00:00Z,52,1,177,-0.8,58,0.4,400,-8,0,0,0,Winter,No Holiday,Yes
2018-01-21,2018-01-21T02:00:00Z,52,2,107,-1.5,63,1,380,-7.6,0,0,0,Winter,No Holiday,Yes
2018-01-21,2018-01-21T03:00:00Z,52,3,107,-2,60,0.5,474,-8.7,0,0,0,Winter,No Holiday,Yes
2018-01-21,2018-01-21T04:00:00Z,52,4,73,-2.3,47,0.7,984,-12.1,0,0,0,Winter,No Holiday,Yes
2018-01-21,2018-01-21T05:00:00Z,52,5,32,-2.6,49,1.1,1065,-11.8,0,0,0,Winter,No Holiday,Yes
2018-01-21,2018-01-21T06:00:00Z,52,6,36,-3.1,54,1.4,1037,-11.1,0,0,0,Winter,No Holiday,Yes
2018-01-21,2018-01-21T07:00:00Z,52,7,61,-3.2,54,1.2,1113,-11.2,0,0,0,Winter,No Holiday,Yes
2018-01-21,2018-01-21T08:00:00Z,52,8,115,-3.6,53,0.5,1227,-11.8,0,0,0,Winter,No Holiday,Yes
2018-01-21,2018-01-21T09:00:00Z,52,9,152,-3.2,46,0.8,1091,-13.2,0.15,0,0,Winter,No Holiday,Yes
2018-01-21,2018-01-21T10:00:00Z,52,10,189,-1.3,37,0.8,1070,-14.1,0.47,0,0,Winter,No Holiday,Yes
2018-01-21,2018-01-21T11:00:00Z,52,11,216,1.9,25,1,1493,-16.1,0.78,0,0,Winter,No Holiday,Yes
2018-01-21,2018-01-21T12:00:00Z,52,12,271,3.9,30,1.6,1085,-12.1,0.91,0,0,Winter,No Holiday,Yes
2018-01-21,2018-01-21T13:00:00Z,52,13,343,4.9,22,2,1446,-15,1,0,0,Winter,No Holiday,Yes
2018-01-21,2018-01-21T14:00:00Z,52,14,340,5.4,18,1.2,1923,-17,0.96,0,0,Winter,No Holiday,Yes
2018-01-21,2018-01-21T15:00:00Z,52,15,389,5.4,20,2.2,1890,-15.8,0.8,0,0,Winter,No Holiday,Yes
2018-01-21,2018-01-21T16:00:00Z,52,16,396,4.7,17,2.1,2000,-18.3,0.55,0,0,Winter,No Holiday,Yes
2018-01-21,2018-01-21T17:00:00Z,52,17,383,3.8,20,1.3,2000,-17.1,0.24,0,0,Winter,No Holiday,Yes
2018-01-21,2018-01-21T18:00:00Z,52,18,295,2.5,24,2,2000,-16,0.02,0,0,Winter,No Holiday,Yes
2018-01-21,2018-01-21T19:00:00Z,52,19,223,1.3,25,1.3,2000,-16.6,0,0,0,Winter,No Holiday,Yes
2018-01-21,2018-01-21T20:00:00Z,52,20,258,0.3,27,0.4,2000,-16.5,0,0,0,Winter,No Holiday,Yes
2018-01-21,2018-01-21T21:00:00Z,52,21,237,-0.1,29,0.5,2000,-16,0,0,0,Winter,No Holiday,Yes
2018-01-21,2018-01-21T22:00:00Z,52,22,207,-0.3,32,0.7,2000,-15,0,0,0,Winter,No Holiday,Yes
2018-01-21,2018-01-21T23:00:00Z,52,23,170,-0.4,32,0.6,2000,-15.1,0,0,0,Winter,No Holiday,Yes
2018-01-22,2018-01-22T00:00:00Z,53,0,171,-0.2,30,0.4,2000,-15.7,0,0,0,Winter,No Holiday,Yes
2018-01-22,2018-01-22T01:00:00Z,53,1,97,-0.2,32,0.7,2000,-14.9,0,0,0,Winter,No Holiday,Yes
2018-01-22,2018-01-22T02:00:00Z,53,2,73,-0.2,33,1.4,2000,-14.5,0,0,0,Winter,No Holiday,Yes
2018-01-22,2018-01-22T03:00:00Z,53,3,53,-0.3,31,0.3,2000,-15.4,0,0,0,Winter,No Holiday,Yes
2018-01-22,2018-01-22T04:00:00Z,53,4,31,0,32,0.4,2000,-14.7,0,0,0,Winter,No Holiday,Yes
2018-01-22,2018-01-22T05:00:00Z,53,5,60,0,32,0.7,2000,-14.7,0,0,0,Winter,No Holiday,Yes
2018-01-22,2018-01-22T06:00:00Z,53,6,165,0,33,0.4,2000,-14.3,0,0,0,Winter,No Holiday,Yes
2018-01-22,2018-01-22T07:00:00Z,53,7,316,-0.4,34,1,1989,-14.3,0,0,0,Winter,No Holiday,Yes
2018-01-22,2018-01-22T08:00:00Z,53,8,683,-0.7,32,0.5,1991,-15.3,0,0,0,Winter,No Holiday,Yes
2018-01-22,2018-01-22T09:00:00Z,53,9,365,0.1,33,0.8,1901,-14.3,0.06,0,0,Winter,No Holiday,Yes
2018-01-22,2018-01-22T10:00:00Z,53,10,221,1.1,31,0.7,1898,-14.1,0.25,0,0,Winter,No Holiday,Yes
2018-01-22,2018-01-22T11:00:00Z,53,11,277,2.4,27,0.9,1796,-14.7,0.47,0,0,Winter,No Holiday,Yes
2018-01-22,2018-01-22T12:00:00Z,53,12,323,3.9,28,0.9,1383,-12.9,0.6,0,0,Winter,No Holiday,Yes
2018-01-22,2018-01-22T13:00:00Z,53,13,281,3.9,33,0.6,1249,-10.9,0.19,0,0,Winter,No Holiday,Yes
2018-01-22,2018-01-22T14:00:00Z,53,14,249,3.3,73,0.4,744,-1,0.11,0,0,Winter,No Holiday,Yes
2018-01-22,2018-01-22T15:00:00Z,53,15,63,3.6,69,1.8,655,-1.5,0.17,0,0,Winter,No Holiday,Yes
2018-01-22,2018-01-22T16:00:00Z,53,16,18,2,87,1.9,140,0,0.03,0,0,Winter,No Holiday,Yes
2018-01-22,2018-01-22T17:00:00Z,53,17,43,1.3,93,1.2,81,0.2,0.03,0,0.2,Winter,No Holiday,Yes
2018-01-22,2018-01-22T18:00:00Z,53,18,170,1.1,96,3,187,0.5,0,3.3,1,Winter,No Holiday,Yes
2018-01-22,2018-01-22T19:00:00Z,53,19,167,-0.1,88,3.2,582,-1.8,0,0,1,Winter,No Holiday,Yes
2018-01-22,2018-01-22T20:00:00Z,53,20,181,-0.8,85,2.9,836,-3,0,0,1,Winter,No Holiday,Yes
2018-01-22,2018-01-22T21:00:00Z,53,21,187,-1.8,85,2.9,590,-3.9,0,0,1,Winter,No Holiday,Yes
2018-01-22,2018-01-22T22:00:00Z,53,22,170,-3.2,81,3.9,492,-6,0,0,1,Winter,No Holiday,Yes
2018-01-22,2018-01-22T23:00:00Z,53,23,139,-4.2,79,2.9,554,-7.3,0,0,1,Winter,No Holiday,Yes
2018-01-23,2018-01-23T00:00:00Z,54,0,96,-5.3,77,3.8,894,-8.7,0,0,1,Winter,No Holiday,Yes
2018-01-23,2018-01-23T01:00:00Z,54,1,120,-6,76,3.1,1178,-9.5,0,0,1,Winter,No Holiday,Yes
2018-01-23,2018-01-23T02:00:00Z,54,2,75,-7.5,65,3.9,2000,-12.9,0,0,1,Winter,No Holiday,Yes
2018-01-23,2018-01-23T03:00:00Z,54,3,55,-8.6,68,3.3,2000,-13.4,0,0,1,Winter,No Holiday,Yes
2018-01-23,2018-01-23T04:00:00Z,54,4,45,-9.5,49,4.3,2000,-18.2,0,0,1,Winter,No Holiday,Yes
2018-01-23,2018-01-23T05:00:00Z,54,5,44,-10.5,46,3,2000,-19.9,0,0,1,Winter,No Holiday,Yes
2018-01-23,2018-01-23T06:00:00Z,54,6,84,-11.5,47,3.2,2000,-20.5,0,0,1,Winter,No Holiday,Yes
2018-01-23,2018-01-23T07:00:00Z,54,7,211,-12.5,41,4.5,2000,-23,0,0,1,Winter,No Holiday,Yes
2018-01-23,2018-01-23T08:00:00Z,54,8,423,-13,41,4,2000,-23.5,0,0,1,Winter,No Holiday,Yes
2018-01-23,2018-01-23T09:00:00Z,54,9,228,-13.3,36,3.5,2000,-25.2,0.19,0,1,Winter,No Holiday,Yes
2018-01-23,2018-01-23T10:00:00Z,54,10,132,-12.1,34,3.5,1968,-24.8,0.62,0,1,Winter,No Holiday,Yes
2018-01-23,2018-01-23T11:00:00Z,54,11,184,-11.7,27,4,1935,-26.9,0.94,0,1,Winter,No Holiday,Yes
2018-01-23,2018-01-23T12:00:00Z,54,12,180,-11.3,27,3.7,1955,-26.6,1.18,0,1,Winter,No Holiday,Yes
2018-01-23,2018-01-23T13:00:00Z,54,13,189,-11,27,4,1959,-26.3,1.26,0,1,Winter,No Holiday,Yes
2018-01-23,2018-01-23T14:00:00Z,54,14,169,-10.4,30,4.3,2000,-24.6,1.22,0,1,Winter,No Holiday,Yes
2018-01-23,2018-01-23T15:00:00Z,54,15,181,-9.7,32,3.6,2000,-23.3,1.04,0,1,Winter,No Holiday,Yes
2018-01-23,2018-01-23T16:00:00Z,54,16,181,-10.1,34,4.3,2000,-23,0.74,0,1,Winter,No Holiday,Yes
2018-01-23,2018-01-23T17:00:00Z,54,17,239,-10.6,38,3.5,2000,-22.2,0.38,0,0.9,Winter,No Holiday,Yes
2018-01-23,2018-01-23T18:00:00Z,54,18,351,-11.5,43,2.4,2000,-21.6,0.05,0,0.9,Winter,No Holiday,Yes
2018-01-23,2018-01-23T19:00:00Z,54,19,248,-12,47,3.2,2000,-21,0,0,0.9,Winter,No Holiday,Yes
2018-01-23,2018-01-23T20:00:00Z,54,20,178,-12.5,52,3,2000,-20.3,0,0,0.9,Winter,No Holiday,Yes
2018-01-23,2018-01-23T21:00:00Z,54,21,145,-13.2,49,4.1,2000,-21.6,0,0,0.9,Winter,No Holiday,Yes
2018-01-23,2018-01-23T22:00:00Z,54,22,117,-13.9,45,4,2000,-23.2,0,0,0.9,Winter,No Holiday,Yes
2018-01-23,2018-01-23T23:00:00Z,54,23,106,-14.3,38,4,2000,-25.5,0,0,0.9,Winter,No Holiday,Yes
2018-01-24,2018-01-24T00:00:00Z,55,0,90,-14.6,34,3.9,2000,-27,0,0,0.9,Winter,No Holiday,Yes
2018-01-24,2018-01-24T01:00:00Z,55,1,89,-15,31,2.5,2000,-28.3,0,0,0.9,Winter,No Holiday,Yes
2018-01-24,2018-01-24T02:00:00Z,55,2,50,-15.2,32,3.1,2000,-28.2,0,0,0.9,Winter,No Holiday,Yes
2018-01-24,2018-01-24T03:00:00Z,55,3,32,-15.2,30,3.4,2000,-28.9,0,0,0.9,Winter,No Holiday,Yes
2018-01-24,2018-01-24T04:00:00Z,55,4,24,-15.4,30,2.5,2000,-29.1,0,0,0.9,Winter,No Holiday,Yes
2018-01-24,2018-01-24T05:00:00Z,55,5,34,-15.6,29,3.7,2000,-29.6,0,0,0.9,Winter,No Holiday,Yes
2018-01-24,2018-01-24T06:00:00Z,55,6,71,-15.7,29,2.5,2000,-29.7,0,0,0.9,Winter,No Holiday,Yes
2018-01-24,2018-01-24T07:00:00Z,55,7,164,-15.9,30,3,2000,-29.5,0,0,0.9,Winter,No Holiday,Yes
2018-01-24,2018-01-24T08:00:00Z,55,8,364,-16.2,30,1.6,2000,-29.8,0,0,0.9,Winter,No Holiday,Yes
2018-01-24,2018-01-24T09:00:00Z,55,9,192,-15.8,27,3.4,2000,-30.5,0.2,0,0.9,Winter,No Holiday,Yes
2018-01-24,2018-01-24T10:00:00Z,55,10,90,-14.5,24,4.6,1902,-30.6,0.61,0,0.9,Winter,No Holiday,Yes
2018-01-24,2018-01-24T11:00:00Z,55,11,124,-13.1,25,3.8,1964,-29,0.96,0,0.9,Winter,No Holiday,Yes
2018-01-24,2018-01-24T12:00:00Z,55,12,121,-12.2,26,4,2000,-27.8,1.17,0,0.9,Winter,No Holiday,Yes
2018-01-24,2018-01-24T13:00:00Z,55,13,140,-12,25,6,1887,-28,1.27,0,0.9,Winter,No Holiday,Yes
2018-01-24,2018-01-24T14:00:00Z,55,14,125,-11.1,26,3.8,1980,-26.8,1.25,0,0.8,Winter,No Holiday,Yes
2018-01-24,2018-01-24T15:00:00Z,55,15,149,-10.8,29,3.8,2000,-25.4,1.06,0,0.7,Winter,No Holiday,Yes
2018-01-24,2018-01-24T16:00:00Z,55,16,124,-11.2,30,4.7,2000,-25.3,0.77,0,0.7,Winter,No Holiday,Yes
2018-01-24,2018-01-24T17:00:00Z,55,17,203,-11.8,26,3.5,2000,-27.4,0.39,0,0.7,Winter,No Holiday,Yes
2018-01-24,2018-01-24T18:00:00Z,55,18,297,-13,29,3.4,2000,-27.3,0.05,0,0.7,Winter,No Holiday,Yes
2018-01-24,2018-01-24T19:00:00Z,55,19,211,-13.8,32,2.2,2000,-26.9,0,0,0.7,Winter,No Holiday,Yes
2018-01-24,2018-01-24T20:00:00Z,55,20,125,-14.3,37,1.3,2000,-25.8,0,0,0.7,Winter,No Holiday,Yes
2018-01-24,2018-01-24T21:00:00Z,55,21,132,-14.7,40,3.2,1933,-25.3,0,0,0.7,Winter,No Holiday,Yes
2018-01-24,2018-01-24T22:00:00Z,55,22,121,-15.2,45,4,2000,-24.4,0,0,0.7,Winter,No Holiday,Yes
2018-01-24,2018-01-24T23:00:00Z,55,23,82,-15.7,43,3.6,2000,-25.4,0,0,0.7,Winter,No Holiday,Yes
2018-01-25,2018-01-25T00:00:00Z,56,0,78,-15.9,43,3.8,2000,-25.6,0,0,0.7,Winter,No Holiday,Yes
2018-01-25,2018-01-25T01:00:00Z,56,1,68,-16.1,42,2.2,2000,-26,0,0,0.7,Winter,No Holiday,Yes
2018-01-25,2018-01-25T02:00:00Z,56,2,60,-16,42,1.3,2000,-25.9,0,0,0.7,Winter,No Holiday,Yes
2018-01-25,2018-01-25T03:00:00Z,56,3,32,-16,40,1.9,2000,-26.5,0,0,0.7,Winter,No Holiday,Yes
2018-01-25,2018-01-25T04:00:00Z,56,4,22,-15.9,37,2.4,1985,-27.2,0,0,0.7,Winter,No Holiday,Yes
2018-01-25,2018-01-25T05:00:00Z,56,5,34,-15.8,37,2.7,2000,-27.1,0,0,0.7,Winter,No Holiday,Yes
2018-01-25,2018-01-25T06:00:00Z,56,6,71,-16.1,33,3,2000,-28.7,0,0,0.7,Winter,No Holiday,Yes
2018-01-25,2018-01-25T07:00:00Z,56,7,165,-16.2,33,2.2,2000,-28.7,0,0,0.7,Winter,No Holiday,Yes
2018-01-25,2018-01-25T08:00:00Z,56,8,349,-16.4,32,3.3,2000,-29.2,0.01,0,0.6,Winter,No Holiday,Yes
